0,-3900 -1 -1,1,0
0,-2200 -1 -1,1,0
0,-3900 -1 -1,1,0
0,-1000 -1 -1,1,0
0,-3900 -1 -1,1,0
0,-1000 -1 -1,1,0
1.0,0 0 0,1,0
